full_name,automotive,color,job,address,coordinates,date_time,full_company_name,km_per_litre
Julia Figueroa,6D 0G2CGM,LimeGreen,Fast food restaurant manager,South Michealbury,"(Decimal('42.464140'), Decimal('-133.204880'))",2009-07-27 13:55:27.368120,Nguyen Ltd,27
Nancy Miller,8458,OldLace,Insurance risk surveyor,Smithbury,"(Decimal('-80.636137'), Decimal('91.842017'))",2021-01-08 03:00:15.496263,"Howell, Waller and Nelson",26
Brittany Blair,7IFG 31,PaleVioletRed,"Clinical scientist, histocompatibility and immunogenetics",East Kyletown,"(Decimal('-35.127795'), Decimal('-124.060334'))",2012-08-30 02:21:13.302941,Fowler-Evans,21
Jackson Glass,3K 75305,Indigo,Dispensing optician,Morrisfurt,"(Decimal('-83.579292'), Decimal('-79.496833'))",2012-01-13 09:42:53.591993,"Lynch, Garcia and Jones",23
Angelica Wilson,V 916678,SlateBlue,Passenger transport manager,West Paula,"(Decimal('-39.677355'), Decimal('-39.108824'))",2011-10-14 20:23:46.554448,"Hall, Carter and Blankenship",24
Maria Ferguson,5I 9275U,Snow,Marketing executive,Cynthiatown,"(Decimal('-7.097903'), Decimal('149.736742'))",1999-10-19 04:58:03.974161,"Deleon, Gibson and Melendez",42
Alicia Zimmerman,46J ZV9,CadetBlue,"Scientist, water quality",East Tammyshire,"(Decimal('-67.2348135'), Decimal('69.642653'))",2009-10-18 20:04:29.777430,Colon and Sons,32
Amanda Reeves,187 NKE,Pink,Insurance account manager,Grayfurt,"(Decimal('-86.649159'), Decimal('-82.449140'))",2021-03-17 17:17:49.095466,"Payne, Coleman and Hunter",24
Stephanie Ramirez,NWI-7053,,Solicitor,Singhville,"(Decimal('51.7108095'), Decimal('-71.794193'))",2007-02-05 20:50:40.780309,Crosby Inc,17
Dustin Fernandez,7-75565I,MistyRose,Learning disability nurse,East Holly,"(Decimal('-16.6841295'), Decimal('57.273513'))",2010-01-06 03:18:00.487335,Marsh-Smith,23
Lisa Wright,D42-PSM,Gainsboro,Jewellery designer,Danielland,"(Decimal('26.9452285'), Decimal('-72.455711'))",2022-01-02 10:00:09.637120,Lozano-Ryan,20
John Steele,171-915,YellowGreen,Neurosurgeon,North William,"(Decimal('75.219549'), Decimal('-178.218540'))",2009-12-25 05:34:58.336225,Fox Group,13
Paige Carpenter,803 QIP,Wheat,Adult guidance worker,Thomasmouth,"(Decimal('-87.3706935'), Decimal('-39.172278'))",2002-06-25 16:45:44.216018,Lewis-Mccormick,0
Danny Smith,1DZ 125,FireBrick,Visual merchandiser,Elizabethside,"(Decimal('85.825407'), Decimal('-157.201184'))",2025-03-13 17:14:27.572847,Hernandez-Kim,16
Teresa Paul,,DarkCyan,"Journalist, newspaper",Johnfort,"(Decimal('33.3495465'), Decimal('-10.019880'))",2020-09-14 16:56:25.338136,Gray-Carpenter,22
Hannah Wilson,243EVB,GoldenRod,Data processing manager,West Dillonmouth,"(Decimal('-12.676480'), Decimal('6.746512'))",2024-12-04 23:26:14.240132,"Shea, Mcbride and Levine",23
George Chen,KTW 106,Silver,Equality and diversity officer,New John,"(Decimal('-26.965638'), Decimal('153.453647'))",1998-01-08 18:31:02.609686,Taylor-Gonzalez,13
Michael Stevens,YU 18535,MidnightBlue,Magazine features editor,Port Monicaberg,"(Decimal('-66.254374'), Decimal('106.085491'))",2014-06-23 23:31:06.623529,Miller Inc,37
Jasmine Robertson,049NHL,AntiqueWhite,Telecommunications researcher,Brittanyshire,"(Decimal('-50.3558335'), Decimal('-76.530910'))",2009-08-06 13:31:54.489500,"Hill, Ochoa and Walker",28
Jennifer Ruiz,AIV-6530,DarkViolet,Seismic interpreter,Richardmouth,"(Decimal('9.381944'), Decimal('101.446347'))",1998-03-16 14:27:46.228942,Martinez-Walters,16
Brittany Torres,QLN2654,DarkGoldenRod,"Scientist, forensic",Millerborough,"(Decimal('12.855377'), Decimal('-132.768470'))",1997-07-05 13:21:49.321535,Acevedo LLC,20
Tina Terry,TNX 983,MediumTurquoise,Physiological scientist,East Michelleshire,"(Decimal('-32.809614'), Decimal('-125.713970'))",1999-05-16 19:07:00.056019,"Stafford, Werner and Briggs",17
Melanie Mccarty,1A 7788D,MediumBlue,Actor,Michaelfurt,"(Decimal('-48.5620445'), Decimal('-34.225553'))",2002-04-02 00:50:46.403734,"Cunningham, Tran and Garcia",19
Nichole Jennings,196Q2,LightCoral,Retail buyer,Amandaville,"(Decimal('12.727920'), Decimal('-102.820089'))",2018-02-01 02:59:28.965032,Reyes Group,32
Stephanie Johnson,5KQR 72,DarkSlateGray,"Designer, jewellery",Travisland,"(Decimal('-13.6041375'), Decimal('43.792350'))",2017-09-04 09:12:10.076245,"Clark, Wilson and Jensen",33
Hannah Parks,DSC-826,DarkBlue,Science writer,Rosebury,"(Decimal('-70.0289235'), Decimal('38.517052'))",2009-06-18 00:00:45.002157,"Davis, Wheeler and Luna",40
Brian Smith,229 TL9,ForestGreen,Management consultant,Port Eric,"(Decimal('-12.855016'), Decimal('-164.458203'))",2008-07-16 10:27:32.194931,Williams PLC,15
Jennifer Harrell,XHT-380,Gray,Translator,East Alice,"(Decimal('-46.249132'), Decimal('-59.221865'))",2024-01-29 15:12:21.890156,Drake and Sons,32
Paul Miller,36L X88,DarkSlateGray,Insurance claims handler,East Markton,"(Decimal('-41.411046'), Decimal('-6.638018'))",2017-06-01 20:00:28.953414,Ortega-Mahoney,13
Angel Stone,EUI-262,DodgerBlue,"Engineer, manufacturing systems",East Andreamouth,"(Decimal('8.6422925'), Decimal('38.234022'))",2022-04-24 10:32:14.396342,"Martinez, Howard and Jackson",27
Matthew Fleming,08-LD87,BlueViolet,Information officer,South Nicoleton,"(Decimal('-18.9489185'), Decimal('43.819084'))",2020-01-31 20:51:35.545307,Snyder-Buck,14
Melinda Harris,N 037454,Maroon,Claims inspector/assessor,West Lauraview,"(Decimal('-85.8692585'), Decimal('29.854547'))",2020-05-24 11:12:42.057247,Rodriguez-Thomas,27
Mary Lee,4A 46918,Khaki,Data processing manager,Lake Carlosland,"(Decimal('7.4423225'), Decimal('124.585528'))",2017-03-15 22:26:20.572851,Elliott and Sons,32
Cody Butler,074 MZF,LightGray,"Psychologist, forensic",Nicholsonhaven,+inf,2012-07-27 14:41:49.886897,White Ltd,23
Nicole Mendoza,X11 2YZ,Azure,Clinical biochemist,Hendersonberg,"(Decimal('19.366819'), Decimal('150.497971'))",2005-12-13 07:27:41.420552,"Casey, Snyder and Nguyen",15
Steve Hansen,KIL-2711,DarkRed,Risk manager,Port Jeffrey,"(Decimal('-28.504288'), Decimal('-33.593250'))",2007-12-12 07:48:48.760603,Diaz PLC,18
Brittany Parker,066 0TW,MistyRose,"Engineer, land",North Jose,"(Decimal('85.806342'), Decimal('-141.003565'))",2004-03-27 05:11:42.082336,Stewart PLC,0
Dr. Michael Wong DVM,EED 399,Tan,Chief Technology Officer,New Davidhaven,"(Decimal('22.4462975'), Decimal('22.711563'))",1997-06-10 17:17:55.268897,Owens Inc,31
Ryan Jackson,923-AGS,Black,Microbiologist,Port Laura,"(Decimal('-69.199380'), Decimal('-60.062298'))",2009-12-15 07:16:18.316263,Smith-Kaiser,31
Patricia Moreno,RIT-630,Thistle,"Accountant, chartered certified",Lisatown,"(Decimal('-46.888066'), Decimal('-60.921176'))",2008-07-03 15:17:50.346632,"Harmon, Kirby and Marshall",33
Rachel Lewis,78-PF18,Aqua,Set designer,Chavezview,"(Decimal('-3.157150'), Decimal('110.463233'))",2016-02-25 01:21:40.664015,"Rhodes, Thompson and Crawford",29
Jamie Alvarado,689B4,LightGray,Amenity horticulturist,Thompsonshire,"(Decimal('86.023388'), Decimal('61.674582'))",2019-09-11 19:42:30.944981,"Bowers, Norton and Bell",26
Robert Byrd,676-OSX,OrangeRed,Therapeutic radiographer,Maciasshire,"(Decimal('83.712559'), Decimal('79.781171'))",2000-08-17 09:41:19.826376,Marquez PLC,20
Douglas Mclean,189 ORQ,Orchid,"Engineer, land",Smithchester,"(Decimal('39.718443'), Decimal('-146.852813'))",2005-04-02 22:25:43.305153,"Osborn, Huang and Watson",23
Chelsea Cooper,KFE4672,YellowGreen,Primary school teacher,Robertsfort,"(Decimal('-77.6670615'), Decimal('-63.952861'))",1995-09-09 13:14:58.622786,Hahn-Navarro,41
Edward Lopez,933FWS,MidnightBlue,"Designer, blown glass/stained glass",Christinaport,"(Decimal('-75.4437425'), Decimal('-136.548698'))",2012-03-23 23:24:56.142501,"Nelson, Evans and Smith",29
Jennifer Jones,3071,CornflowerBlue,"Optician, dispensing",North Justinton,"(Decimal('31.1010175'), Decimal('111.481770'))",2013-10-22 17:39:02.749636,Miller-Bryan,25
Lisa Phillips,979-EPB,SpringGreen,Best boy,Tuckertown,"(Decimal('47.095119'), Decimal('-95.519282'))",2013-06-18 22:15:16.589817,Sanchez-Kaufman,31
Carla Weaver,AII-768,Gainsboro,"Designer, blown glass/stained glass",New Ricky,"(Decimal('8.0629105'), Decimal('-158.313994'))",2008-01-22 00:30:14.883141,Schroeder-Montes,18
Kevin Williams,7F JI712,LightCoral,Chartered loss adjuster,South Tammy,"(Decimal('-83.874730'), Decimal('-42.325210'))",2000-12-20 07:26:53.623437,Ross-Vazquez,18
Nicole Garcia,7EDM024,,"Pilot, airline",Kathleenside,"(Decimal('-7.773507'), Decimal('34.722279'))",2007-03-20 07:37:01.268212,"Barnes, Black and Woodard",15
Darrell Delacruz,3HG M90,PowderBlue,Speech and language therapist,Douglasfurt,"(Decimal('-76.1627775'), Decimal('-35.427402'))",1996-05-11 19:36:58.515484,Hopkins-Adkins,39
Tracy Duncan,YMO N67,DarkGray,Medical laboratory scientific officer,Thomasport,"(Decimal('-17.681602'), Decimal('177.427484'))",2020-06-11 03:02:39.752079,Mccormick-Cline,16
Robert Ramirez,7OX 487,Chartreuse,Sales promotion account executive,West James,"(Decimal('-76.8094515'), Decimal('67.111065'))",2011-11-27 22:38:38.262097,Morris-Harvey,39
Craig Flowers,606 BI9,GoldenRod,Counselling psychologist,Port Loribury,"(Decimal('12.6876185'), Decimal('-169.448402'))",2003-10-19 15:25:39.682507,"Wilson, Lee and Jones",14
Tom Hunt,5B 5T3NSE,PowderBlue,"Engineer, technical sales",Port Barbara,"(Decimal('30.307609'), Decimal('95.173532'))",2007-09-04 01:58:28.083282,Burke-Vasquez,19
Sheila Ford,5101,ForestGreen,Company secretary,South Davidmouth,"(Decimal('50.1195225'), Decimal('156.295717'))",2014-02-12 20:38:14.654541,Wright Group,28
Christopher Martin,UDK-746,LightCyan,Diagnostic radiographer,South Jeffrey,"(Decimal('-0.660960'), Decimal('22.507167'))",2001-10-11 21:44:06.293220,"Terry, Lam and Gallegos",0
Elizabeth Howard,64-7829Q,Coral,Forensic scientist,New Davidstad,"(Decimal('10.5733745'), Decimal('-53.679392'))",2001-02-01 11:34:29.922221,Smith-Robles,34
Brittany Campbell,9337 FK,FireBrick,Horticultural therapist,Basstown,"(Decimal('-89.3212695'), Decimal('75.057784'))",2009-03-20 18:47:32.764282,Holland-Myers,20
Nicole Collins,145286,Silver,Careers information officer,Leeside,+inf,2019-11-19 11:27:30.352938,"Barnett, Warner and Rivera",13
Dakota Love,GXT 994,Lavender,Environmental health practitioner,Williammouth,"(Decimal('-73.9852035'), Decimal('21.615600'))",1999-09-03 23:41:58.678949,"King, Johnson and Brown",34
Faith Collins,10-40516,LimeGreen,English as a foreign language teacher,West Michaelmouth,"(Decimal('27.5032515'), Decimal('93.218696'))",2016-12-09 03:10:13.121189,Galvan-Johnson,20
Theresa Wilkins,538WVB,SeaShell,Exercise physiologist,Christinaville,"(Decimal('-33.810425'), Decimal('75.524131'))",2016-11-10 00:03:05.355573,Collier Ltd,38
Kerri Figueroa,DEO 368,LimeGreen,"Secretary, company",New Reginald,"(Decimal('42.7362925'), Decimal('-112.406813'))",2022-06-25 14:55:06.250822,Kelly-Thompson,35
David Lopez,2864 PV,SlateGray,"Designer, textile",North Alex,"(Decimal('-45.3475865'), Decimal('-42.091900'))",2011-09-03 11:06:48.457607,"Novak, Morales and Sanchez",20
Barbara Mason,YAW 229,Khaki,Art gallery manager,New Joannaview,"(Decimal('-89.2997355'), Decimal('162.179550'))",2005-05-19 05:37:17.109731,Moore PLC,27
Cameron Salinas,I16-97I,PaleVioletRed,"Chemist, analytical",Lisaberg,"(Decimal('13.4926715'), Decimal('-17.260892'))",1995-12-23 09:20:16.819417,Johnson-Rogers,42
Tracey Walker,WC0 4353,Linen,Colour technologist,Vasquezstad,"(Decimal('5.100846'), Decimal('132.943054'))",1997-10-16 03:11:00.253585,Moses-Schmidt,15
Christina Deleon,7F X0932,Orchid,Corporate investment banker,South Tracey,"(Decimal('22.108754'), Decimal('-169.041051'))",2002-02-03 05:59:57.969354,Bowen-Santiago,31
Jodi Bonilla,745 ORR,GhostWhite,Fish farm manager,Jonathanfurt,"(Decimal('-11.737975'), Decimal('-126.047315'))",1996-05-30 14:50:06.436735,"Lee, Foster and Smith",19
Randall Torres,093 4HQ,Linen,Fish farm manager,Lake Garrett,"(Decimal('-63.965586'), Decimal('-89.272542'))",2019-07-14 10:23:23.837013,Smith Ltd,12
Sara Williams,3-03472,Moccasin,Gaffer,Breannabury,"(Decimal('4.173123'), Decimal('67.382861'))",2017-06-10 12:56:26.821441,Johnston Group,15
Robert Berry,42B LT7,DarkGray,Community development worker,Lake Amanda,"(Decimal('-44.7202555'), Decimal('-13.726271'))",2005-06-19 10:59:21.356028,Henry-Burnett,29
Timothy Murray,DRJ-7113,DarkTurquoise,Technical brewer,Emilyview,"(Decimal('44.2318995'), Decimal('111.863141'))",2009-12-18 12:44:54.641809,Hunter-Diaz,30
Brad Kennedy,6SR 618,MediumOrchid,Physiotherapist,North Donnaton,"(Decimal('-36.6200085'), Decimal('-9.228066'))",1997-04-01 05:17:45.026823,Strickland PLC,24
Doris Davis,1PQ 049,LightPink,Communications engineer,East Karen,"(Decimal('-69.146198'), Decimal('25.194253'))",2006-11-26 16:04:58.756212,"Rivera, Davis and Harrison",34
Vicki Frederick,FIY-1796,SaddleBrown,Magazine features editor,Rodneystad,"(Decimal('55.601210'), Decimal('-156.815498'))",2014-06-15 16:54:26.566592,Flores-Yang,43
Lauren Norton,505-656,LightCyan,"Programmer, applications",East Jason,"(Decimal('-53.519639'), Decimal('-20.760835'))",2022-08-03 16:11:48.699497,"Williams, Walker and Hartman",24
Daniel Williams,503-KYB,Beige,Art therapist,Marissaborough,"(Decimal('-52.1639705'), Decimal('-87.906999'))",2024-08-23 07:46:06.326909,"Avila, Bauer and Jones",34
John Williams,BNL-6997,Bisque,Dramatherapist,West Robert,"(Decimal('-64.6074865'), Decimal('-171.625637'))",2016-05-21 00:44:23.823659,Velasquez-Delacruz,27
Meghan Roach,ISQ-8573,Blue,"Programmer, applications",Jasonfurt,"(Decimal('40.3262225'), Decimal('31.945713'))",2024-10-24 20:20:42.598266,Kelly Ltd,42
Tanner Walker,XYC-387,LightGray,Hospital pharmacist,New Cindy,"(Decimal('41.543274'), Decimal('89.041868'))",2002-10-13 00:10:11.529546,"Taylor, Robinson and King",26
Thomas Bowman,Q74-26H,MediumPurple,Civil Service administrator,New Adam,"(Decimal('6.9864025'), Decimal('-63.517463'))",2008-08-12 18:47:55.807391,Henry Group,36
Paul Weaver,62-3872L,DarkCyan,Careers information officer,Jasonborough,"(Decimal('-51.385490'), Decimal('88.581500'))",2002-03-09 04:49:03.976502,"Lopez, Parsons and Walsh",14
James Peterson,861 1RJ,Gainsboro,Aid worker,Port Allenborough,"(Decimal('57.9615695'), Decimal('-173.156246'))",2023-09-24 13:06:14.232881,Stanley-Stewart,28
Rodney Henderson,945-ABU,RoyalBlue,Neurosurgeon,Moralesport,"(Decimal('72.266068'), Decimal('-55.355500'))",2001-08-13 10:19:03.103498,Jackson-Hunt,32
Jennifer Mendoza,JWL 586,DodgerBlue,Chief of Staff,Destinyfurt,"(Decimal('49.664328'), Decimal('-116.556757'))",1999-11-02 18:37:02.009642,Carey-Parrish,33
Anthony Holland,3I ER279,MediumTurquoise,Futures trader,Spencershire,"(Decimal('29.4767845'), Decimal('96.068073'))",2001-02-21 05:53:44.852163,Barnes Ltd,33
Jody Malone,9880,Chocolate,Pensions consultant,New Joseph,"(Decimal('67.063511'), Decimal('-172.823768'))",2009-09-06 15:08:05.571769,Beard PLC,0
James Hatfield,FHN 771,Chartreuse,Editorial assistant,East Davidmouth,"(Decimal('61.227659'), Decimal('150.613681'))",2020-12-15 07:32:48.526346,Pace PLC,33
Shawn Perez,4QM M86,DarkTurquoise,"Therapist, music",East Emilyhaven,"(Decimal('-34.659440'), Decimal('134.114574'))",2002-02-26 23:04:03.082810,Mclaughlin Group,13
Sarah Williams,576 YZS,MediumSlateBlue,Building control surveyor,Escobarburgh,"(Decimal('-73.128366'), Decimal('111.104065'))",2022-03-09 04:24:45.321280,Martinez LLC,34
Anne Thompson,39S Q98,Maroon,Fashion designer,Port Greggton,"(Decimal('-16.754930'), Decimal('-134.214161'))",2019-07-21 14:57:32.142986,Rodriguez PLC,21
Robert Wood,PD 3568,Silver,IT sales professional,Ashleyberg,"(Decimal('74.206600'), Decimal('-41.740552'))",2023-08-03 13:55:31.593644,"Mitchell, Alvarado and Walker",36
Courtney Riley,ZXS L72,PeachPuff,Energy engineer,West Tasha,"(Decimal('-75.350107'), Decimal('-49.493503'))",2023-07-23 10:37:05.104733,Williams-Cole,32
Anthony Howard,5WM 020,SteelBlue,"Engineer, technical sales",New Territon,"(Decimal('-6.7197795'), Decimal('-103.443448'))",2004-06-25 22:03:30.500113,"Huerta, Brown and Cannon",13
Erin Rodriguez,WC8 0657,DarkKhaki,Medical secretary,New Kyle,"(Decimal('-57.097079'), Decimal('86.114986'))",2024-06-11 02:55:25.491058,Green-Obrien,43
Christopher Garcia,9BA 361,DarkSeaGreen,Police officer,South Brianfort,"(Decimal('-85.4668525'), Decimal('-28.379146'))",2010-09-21 03:11:00.645335,Booth-Solomon,32
Brian Price,8S 8K4SBZ,LightSkyBlue,Civil Service administrator,Port Andreachester,"(Decimal('-7.262989'), Decimal('-115.589895'))",1997-03-15 04:34:15.638507,"Barnes, Garcia and Butler",0
Jermaine Hayden,6463 UP,Snow,Health physicist,West Matthewmouth,"(Decimal('59.4891335'), Decimal('-162.375681'))",2017-01-14 19:55:31.764617,"White, Johnson and Wagner",41
Kim Snyder,TXB 904,IndianRed,Restaurant manager,West Tracy,"(Decimal('-19.046472'), Decimal('-37.309014'))",2004-10-02 16:59:08.911209,Gomez Ltd,29
Gary Lee,JLR-502,GhostWhite,Arboriculturist,Port Julieton,"(Decimal('44.7075435'), Decimal('79.744803'))",2007-08-28 05:44:47.941625,"Harper, Joseph and Flores",30
John Ortiz,4YZ73,Gainsboro,Research scientist (maths),Burnetthaven,"(Decimal('-12.215209'), Decimal('-107.091884'))",2000-03-05 03:13:06.373805,Stephens Ltd,26
Mary Buck,91-SB82,Beige,Tree surgeon,Glenntown,"(Decimal('70.2544035'), Decimal('138.168164'))",1999-01-06 16:07:21.606754,Robertson Inc,22
Mrs. Vanessa Jimenez,7OB L96,PaleTurquoise,Claims inspector/assessor,Phillipsshire,"(Decimal('17.363098'), Decimal('150.550275'))",2019-12-20 19:24:20.640019,Chambers-Brown,42
Debra Roy,42LH170,Yellow,Astronomer,North Johnny,"(Decimal('-4.2317355'), Decimal('-50.576219'))",2021-06-28 22:09:49.247828,"Mccarthy, Rowe and Anthony",34
Robert Allen,2242 MP,MistyRose,"Programmer, systems",New Kristinachester,"(Decimal('13.3909415'), Decimal('-116.196199'))",1997-05-10 10:57:10.429301,Gutierrez Inc,20
Jerry Murray,5VF23,Beige,"Surveyor, hydrographic",Palmermouth,"(Decimal('64.112791'), Decimal('33.614338'))",2017-09-29 22:21:49.523718,Coleman-Evans,27
James Williamson,207U5,Violet,"Runner, broadcasting/film/video",Aprilhaven,"(Decimal('-88.7089575'), Decimal('-8.297535'))",2022-09-11 16:02:51.074103,"Robinson, Rodriguez and Jimenez",13
Rachel Ramos,7-54665C,MintCream,"Teacher, secondary school",New Shane,"(Decimal('35.9450575'), Decimal('-166.202489'))",2008-12-10 14:14:20.457824,Davis-Cook,15
Daniel Parker,DY4 2967,DarkSlateBlue,Lexicographer,Williamhaven,"(Decimal('-76.439463'), Decimal('-53.867236'))",1995-04-28 22:18:58.609010,"Wang, Lewis and Rice",19
April Baker,HEC 105,Wheat,"Editor, magazine features",South Krystal,"(Decimal('-88.971529'), Decimal('41.289894'))",2014-07-25 20:53:46.377769,Crawford-Vega,32
Steven Clark,429 RPX,White,"Designer, fashion/clothing",North Andreaberg,"(Decimal('-6.445908'), Decimal('21.710097'))",2022-09-05 21:16:58.109209,Villa-Richardson,30
Anthony Shaw,4R 5447D,Khaki,Data scientist,South Jeremymouth,"(Decimal('66.952054'), Decimal('-143.612038'))",2007-12-28 12:40:57.756483,Orozco-Silva,14
April George,OJZ 915,Aqua,Health visitor,Cobbton,"(Decimal('-36.4752595'), Decimal('14.411038'))",2020-08-08 11:18:37.457097,"Romero, Stanton and Woodward",17
Daniel Wong,UNK 405,Chocolate,Customer service manager,Victoriachester,"(Decimal('-4.830466'), Decimal('-71.315461'))",2000-12-15 20:02:42.915614,Chandler Inc,34
Aaron Brown,7XBB 80,LightGoldenRodYellow,"Programmer, multimedia",Sanchezville,"(Decimal('-21.4981175'), Decimal('44.278673'))",2018-07-14 10:46:53.798805,"Anderson, Church and Serrano",28
Brittany Reynolds,MMJ 892,SkyBlue,Medical laboratory scientific officer,West Laura,"(Decimal('37.234426'), Decimal('-52.565765'))",2015-10-19 22:01:53.905993,Cardenas-Hernandez,22
Matthew Johnson,396-SRZC,Azure,Financial trader,North Debra,"(Decimal('46.5595015'), Decimal('-5.309710'))",2001-07-19 19:39:05.031590,"Sanders, Compton and Cook",27
Emily Wagner,CYI 832,DarkSlateBlue,Clinical cytogeneticist,North Jeffery,"(Decimal('62.021792'), Decimal('163.364706'))",2014-08-26 13:07:28.541001,Roberts Ltd,22
Stacey Russell,9Y 97491,Gold,Commercial/residential surveyor,Matthewshire,"(Decimal('43.715565'), Decimal('150.086932'))",2005-02-18 00:06:48.857328,Ross and Sons,38
James Wong,081-101,Tomato,"Lecturer, further education",Montgomeryport,"(Decimal('-45.6971725'), Decimal('-167.131100'))",2012-08-08 06:33:06.674603,Wright PLC,35
